AgentId;TimeStep;OfferedPowerInMW;AwardedPowerInMWH;CostsInEUR;ReceivedMoneyInEUR
20150100021;946220377;2879.530108;;;
20150100021;946220405;;2879.530108;5471.1072052;
20150100021;946223977;2879.530108;;;
20150100021;946224005;;2879.530108;5471.1072052;
20150100021;946227577;2879.530108;;;
20150100021;946227605;;2879.530108;5471.1072052;
20150100021;946231177;2879.530108;;;
20150100021;946231205;;2879.530108;5471.1072052;
20150100021;946234777;2879.530108;;;
20150100021;946234805;;2879.530108;5471.1072052;
20150100021;946238377;2879.530108;;;
20150100021;946238405;;2879.530108;5471.1072052;
20150100021;946241977;2879.530108;;;
20150100021;946242005;;2879.530108;5471.1072052;
20150100021;946245577;2879.530108;;;
20150100021;946245605;;2879.530108;5471.1072052;
20150100021;946249177;2879.530108;;;
20150100021;946249205;;2879.530108;5471.1072052;
20150100021;946252777;2879.530108;;;
20150100021;946252805;;2879.530108;5471.1072052;
20150100021;946256377;2879.530108;;;
20150100021;946256405;;2879.530108;5471.1072052;
20150100021;946259977;2879.530108;;;
20150100021;946260005;;2879.530108;5471.1072052;
20150100021;946263577;2879.530108;;;
20150100021;946263605;;2879.530108;5471.1072052;
20150100021;946267177;2879.530108;;;
20150100021;946267205;;2879.530108;5471.1072052;
20150100021;946270777;2879.530108;;;
20150100021;946270805;;2879.530108;5471.1072052;
20150100021;946274377;2879.530108;;;
20150100021;946274405;;2879.530108;5471.1072052;
20150100021;946277977;2879.530108;;;
20150100021;946278005;;2879.530108;5471.1072052;
20150100021;946281577;2879.530108;;;
20150100021;946281605;;2879.530108;5471.1072052;
20150100021;946285177;2879.530108;;;
20150100021;946285205;;2879.530108;5471.1072052;
20150100021;946288777;2879.530108;;;
20150100021;946288805;;2879.530108;5471.1072052;
20150100021;946292377;2879.530108;;;
20150100021;946292405;;2879.530108;5471.1072052;
20150100021;946295977;2879.530108;;;
20150100021;946296005;;2879.530108;5471.1072052;
20150100021;946299577;2879.530108;;;
20150100021;946299605;;2879.530108;5471.1072052;
20150100021;946303177;2879.530108;;;
20150100021;946303205;;2879.530108;5471.1072052;
20150100021;946306777;2879.530108;;;
20150100021;946306805;;2879.530108;5471.1072052;
20150100021;946310377;2879.530108;;;
20150100021;946310405;;2879.530108;5471.1072052;
20150100021;946313977;2879.530108;;;
20150100021;946314005;;2879.530108;5471.1072052;
20150100021;946317577;2879.530108;;;
20150100021;946317605;;2879.530108;5471.1072052;
20150100021;946321177;2879.530108;;;
20150100021;946321205;;2879.530108;5471.1072052;
20150100021;946324777;2879.530108;;;
20150100021;946324805;;2879.530108;5471.1072052;
20150100021;946328377;2879.530108;;;
20150100021;946328405;;2879.530108;5471.1072052;
20150100021;946331977;2879.530108;;;
20150100021;946332005;;2879.530108;5471.1072052;
20150100021;946335577;2879.530108;;;
20150100021;946335605;;2879.530108;5471.1072052;
20150100021;946339177;2879.530108;;;
20150100021;946339205;;2879.530108;5471.1072052;
20150100021;946342777;2879.530108;;;
20150100021;946342805;;2879.530108;5471.1072052;
20150100021;946346377;2879.530108;;;
20150100021;946346405;;2879.530108;5471.1072052;
20150100021;946349977;2879.530108;;;
20150100021;946350005;;2879.530108;5471.1072052;
20150100021;946353577;2879.530108;;;
20150100021;946353605;;2879.530108;5471.1072052;
20150100021;946357177;2879.530108;;;
20150100021;946357205;;2879.530108;5471.1072052;
20150100021;946360777;2879.530108;;;
20150100021;946360805;;2879.530108;5471.1072052;
20150100021;946364377;2879.530108;;;
20150100021;946364405;;2879.530108;5471.1072052;
20150100021;946367977;2879.530108;;;
20150100021;946368005;;2879.530108;5471.1072052;
20150100021;946371577;2879.530108;;;
20150100021;946371605;;2879.530108;5471.1072052;
20150100021;946375177;2879.530108;;;
20150100021;946375205;;2879.530108;5471.1072052;
20150100021;946378777;2879.530108;;;
20150100021;946378805;;2879.530108;5471.1072052;
20150100021;946382377;2879.530108;;;
20150100021;946382405;;2879.530108;5471.1072052;
20150100021;946385977;2879.530108;;;
20150100021;946386005;;2879.530108;5471.1072052;
20150100021;946389577;2879.530108;;;
20150100021;946389605;;2879.530108;5471.1072052;
20150100021;946393177;2879.530108;;;
20150100021;946393205;;2879.530108;5471.1072052;
20150100021;946396777;2879.530108;;;
20150100021;946396805;;2879.530108;5471.1072052;
20150100021;946400377;2879.530108;;;
20150100021;946400405;;2879.530108;5471.1072052;
20150100021;946403977;2879.530108;;;
20150100021;946404005;;2879.530108;5471.1072052;
20150100021;946407577;2879.530108;;;
20150100021;946407605;;2879.530108;5471.1072052;
20150100021;946411177;2879.530108;;;
20150100021;946411205;;2879.530108;5471.1072052;
20150100021;946414777;2879.530108;;;
20150100021;946414805;;2879.530108;5471.1072052;
20150100021;946418377;2879.530108;;;
20150100021;946418405;;2879.530108;5471.1072052;
20150100021;946421977;2879.530108;;;
20150100021;946422005;;2879.530108;5471.1072052;
20150100021;946425577;2879.530108;;;
20150100021;946425605;;2879.530108;5471.1072052;
20150100021;946429177;2879.530108;;;
20150100021;946429205;;2879.530108;5471.1072052;
20150100021;946432777;2879.530108;;;
20150100021;946432805;;2879.530108;5471.1072052;
20150100021;946436377;2879.530108;;;
20150100021;946436405;;2879.530108;5471.1072052;
20150100021;946439977;2879.530108;;;
20150100021;946440005;;2879.530108;5471.1072052;
20150100021;946443577;2879.530108;;;
20150100021;946443605;;2879.530108;5471.1072052;
20150100021;946447177;2879.530108;;;
20150100021;946447205;;2879.530108;5471.1072052;
20150100021;946450777;2879.530108;;;
20150100021;946450805;;2879.530108;5471.1072052;
20150100021;946454377;2879.530108;;;
20150100021;946454405;;2879.530108;5471.1072052;
20150100021;946457977;2879.530108;;;
20150100021;946458005;;2879.530108;5471.1072052;
20150100021;946461577;2879.530108;;;
20150100021;946461605;;2879.530108;5471.1072052;
20150100021;946465177;2879.530108;;;
20150100021;946465205;;2879.530108;5471.1072052;
20150100021;946468777;2879.530108;;;
20150100021;946468805;;2879.530108;5471.1072052;
20150100021;946472377;2879.530108;;;
20150100021;946472405;;2879.530108;5471.1072052;
20150100021;946475977;2879.530108;;;
20150100021;946476005;;2879.530108;5471.1072052;
20150100021;946479577;2879.530108;;;
20150100021;946479605;;2879.530108;5471.1072052;
20150100021;946483177;2879.530108;;;
20150100021;946483205;;2879.530108;5471.1072052;
20150100021;946486777;2879.530108;;;
20150100021;946486805;;2879.530108;5471.1072052;
20150100021;946490377;2879.530108;;;
20150100021;946490405;;2879.530108;5471.1072052;
20150100021;946493977;2879.530108;;;
20150100021;946494005;;2879.530108;5471.1072052;
20150100021;946497577;2879.530108;;;
20150100021;946497605;;2879.530108;5471.1072052;
20150100021;946501177;2879.530108;;;
20150100021;946501205;;2879.530108;5471.1072052;
20150100021;946504777;2879.530108;;;
20150100021;946504805;;2879.530108;5471.1072052;
20150100021;946508377;2879.530108;;;
20150100021;946508405;;2879.530108;5471.1072052;
20150100021;946511977;2879.530108;;;
20150100021;946512005;;2879.530108;5471.1072052;
20150100021;946515577;2879.530108;;;
20150100021;946515605;;2879.530108;5471.1072052;
20150100021;946519177;2879.530108;;;
20150100021;946519205;;2879.530108;5471.1072052;
20150100021;946522777;2879.530108;;;
20150100021;946522805;;2879.530108;5471.1072052;
20150100021;946526377;2879.530108;;;
20150100021;946526405;;2879.530108;5471.1072052;
20150100021;946529977;2879.530108;;;
20150100021;946530005;;2879.530108;5471.1072052;
20150100021;946533577;2879.530108;;;
20150100021;946533605;;2879.530108;5471.1072052;
20150100021;946537177;2879.530108;;;
20150100021;946537205;;2879.530108;5471.1072052;
20150100021;946540777;2879.530108;;;
20150100021;946540805;;2879.530108;5471.1072052;
20150100021;946544377;2879.530108;;;
20150100021;946544405;;2879.530108;5471.1072052;
20150100021;946547977;2879.530108;;;
20150100021;946548005;;2879.530108;5471.1072052;
20150100021;946551577;2879.530108;;;
20150100021;946551605;;2879.530108;5471.1072052;
20150100021;946555177;2879.530108;;;
20150100021;946555205;;2879.530108;5471.1072052;
20150100021;946558777;2879.530108;;;
20150100021;946558805;;2879.530108;5471.1072052;
20150100021;946562377;2879.530108;;;
20150100021;946562405;;2879.530108;5471.1072052;
20150100021;946565977;2879.530108;;;
20150100021;946566005;;2879.530108;5471.1072052;
20150100021;946569577;2879.530108;;;
20150100021;946569605;;2879.530108;5471.1072052;
20150100021;946573177;2879.530108;;;
20150100021;946573205;;2879.530108;5471.1072052;
20150100021;946576777;2879.530108;;;
20150100021;946576805;;2879.530108;5471.1072052;
20150100021;946580377;2879.530108;;;
20150100021;946580405;;2879.530108;5471.1072052;
20150100021;946583977;2879.530108;;;
20150100021;946584005;;2879.530108;5471.1072052;
20150100021;946587577;2879.530108;;;
20150100021;946587605;;2879.530108;5471.1072052;
20150100021;946591177;2879.530108;;;
20150100021;946591205;;2879.530108;5471.1072052;
20150100021;946594777;2879.530108;;;
20150100021;946594805;;2879.530108;5471.1072052;
20150100021;946598377;2879.530108;;;
20150100021;946598405;;2879.530108;5471.1072052;
20150100021;946601977;2879.530108;;;
20150100021;946602005;;2879.530108;5471.1072052;
20150100021;946605577;2879.530108;;;
20150100021;946605605;;2879.530108;5471.1072052;
20150100021;946609177;2879.530108;;;
20150100021;946609205;;2879.530108;5471.1072052;
20150100021;946612777;2879.530108;;;
20150100021;946612805;;2879.530108;5471.1072052;
20150100021;946616377;2879.530108;;;
20150100021;946616405;;2879.530108;5471.1072052;
20150100021;946619977;2879.530108;;;
20150100021;946620005;;2879.530108;5471.1072052;
20150100021;946623577;2879.530108;;;
20150100021;946623605;;2879.530108;5471.1072052;
20150100021;946627177;2879.530108;;;
20150100021;946627205;;2879.530108;5471.1072052;
20150100021;946630777;2879.530108;;;
20150100021;946630805;;2879.530108;5471.1072052;
20150100021;946634377;2879.530108;;;
20150100021;946634405;;2879.530108;5471.1072052;
20150100021;946637977;2879.530108;;;
20150100021;946638005;;2879.530108;5471.1072052;
20150100021;946641577;2879.530108;;;
20150100021;946641605;;2879.530108;5471.1072052;
20150100021;946645177;2879.530108;;;
20150100021;946645205;;2879.530108;5471.1072052;
20150100021;946648777;2879.530108;;;
20150100021;946648805;;2879.530108;5471.1072052;
20150100021;946652377;2879.530108;;;
20150100021;946652405;;2879.530108;5471.1072052;
20150100021;946655977;2879.530108;;;
20150100021;946656005;;2879.530108;5471.1072052;
20150100021;946659577;2879.530108;;;
20150100021;946659605;;2879.530108;5471.1072052;
20150100021;946663177;2879.530108;;;
20150100021;946663205;;2879.530108;5471.1072052;
20150100021;946666777;2879.530108;;;
20150100021;946666805;;2879.530108;5471.1072052;
20150100021;946670377;2879.530108;;;
20150100021;946670405;;2879.530108;5471.1072052;
20150100021;946673977;2879.530108;;;
20150100021;946674005;;2879.530108;5471.1072052;
20150100021;946677577;2879.530108;;;
20150100021;946677605;;2879.530108;5471.1072052;
20150100021;946681177;2879.530108;;;
20150100021;946681205;;2879.530108;5471.1072052;
20150100021;946684777;2879.530108;;;
20150100021;946684805;;2879.530108;5471.1072052;
20150100021;946688377;2879.530108;;;
20150100021;946688405;;2879.530108;5471.1072052;
20150100021;946691977;2879.530108;;;
20150100021;946692005;;2879.530108;5471.1072052;
20150100021;946695577;2879.530108;;;
20150100021;946695605;;2879.530108;5471.1072052;
20150100021;946699177;2879.530108;;;
20150100021;946699205;;2879.530108;5471.1072052;
20150100021;946702777;2879.530108;;;
20150100021;946702805;;2879.530108;5471.1072052;
20150100021;946706377;2879.530108;;;
20150100021;946706405;;2879.530108;5471.1072052;
20150100021;946709977;2879.530108;;;
20150100021;946710005;;2879.530108;5471.1072052;
20150100021;946713577;2879.530108;;;
20150100021;946713605;;2879.530108;5471.1072052;
20150100021;946717177;2879.530108;;;
20150100021;946717205;;2879.530108;5471.1072052;
20150100021;946720777;2879.530108;;;
20150100021;946720805;;2879.530108;5471.1072052;
20150100021;946724377;2879.530108;;;
20150100021;946724405;;2879.530108;5471.1072052;
20150100021;946727977;2879.530108;;;
20150100021;946728005;;2879.530108;5471.1072052;
20150100021;946731577;2879.530108;;;
20150100021;946731605;;2879.530108;5471.1072052;
20150100021;946735177;2879.530108;;;
20150100021;946735205;;2879.530108;5471.1072052;
20150100021;946738777;2879.530108;;;
20150100021;946738805;;2879.530108;5471.1072052;
20150100021;946742377;2879.530108;;;
20150100021;946742405;;2879.530108;5471.1072052;
20150100021;946745977;2879.530108;;;
20150100021;946746005;;2879.530108;5471.1072052;
20150100021;946749577;2879.530108;;;
20150100021;946749605;;2879.530108;5471.1072052;
20150100021;946753177;2879.530108;;;
20150100021;946753205;;2879.530108;5471.1072052;
20150100021;946756777;2879.530108;;;
20150100021;946756805;;2879.530108;5471.1072052;
20150100021;946760377;2879.530108;;;
20150100021;946760405;;2879.530108;5471.1072052;
20150100021;946763977;2879.530108;;;
20150100021;946764005;;2879.530108;5471.1072052;
20150100021;946767577;2879.530108;;;
20150100021;946767605;;2879.530108;5471.1072052;
20150100021;946771177;2879.530108;;;
20150100021;946771205;;2879.530108;5471.1072052;
20150100021;946774777;2879.530108;;;
20150100021;946774805;;2879.530108;5471.1072052;
20150100021;946778377;2879.530108;;;
20150100021;946778405;;2879.530108;5471.1072052;
20150100021;946781977;2879.530108;;;
20150100021;946782005;;2879.530108;5471.1072052;
20150100021;946785577;2879.530108;;;
20150100021;946785605;;2879.530108;5471.1072052;
20150100021;946789177;2879.530108;;;
20150100021;946789205;;2879.530108;5471.1072052;
20150100021;946792777;2879.530108;;;
20150100021;946792805;;2879.530108;5471.1072052;
20150100021;946796377;2879.530108;;;
20150100021;946796405;;2879.530108;5471.1072052;
20150100021;946799977;2879.530108;;;
20150100021;946800005;;2879.530108;5471.1072052;
20150100021;946803577;2879.530108;;;
20150100021;946803605;;2879.530108;5471.1072052;
20150100021;946807177;2879.530108;;;
20150100021;946807205;;2879.530108;5471.1072052;
20150100021;946810777;2879.530108;;;
20150100021;946810805;;2879.530108;5471.1072052;
20150100021;946814377;2879.530108;;;
20150100021;946814405;;2879.530108;5471.1072052;
20150100021;946817977;2879.530108;;;
20150100021;946818005;;2879.530108;5471.1072052;
20150100021;946821577;2879.530108;;;
20150100021;946821605;;2879.530108;5471.1072052;
20150100021;946825177;2879.530108;;;
20150100021;946825205;;2879.530108;5471.1072052;
20150100021;946828777;2879.530108;;;
20150100021;946828805;;2879.530108;5471.1072052;
20150100021;946832377;2879.530108;;;
20150100021;946832405;;2879.530108;5471.1072052;
20150100021;946835977;2879.530108;;;
20150100021;946836005;;2879.530108;5471.1072052;
20150100021;946839577;2879.530108;;;
20150100021;946839605;;2879.530108;5471.1072052;
20150100021;946843177;2879.530108;;;
20150100021;946843205;;2879.530108;5471.1072052;
20150100021;946846777;2879.530108;;;
20150100021;946846805;;2879.530108;5471.1072052;
20150100021;946850377;2879.530108;;;
20150100021;946850405;;2879.530108;5471.1072052;
20150100021;946853977;2879.530108;;;
20150100021;946854005;;2879.530108;5471.1072052;
20150100021;946857577;2879.530108;;;
20150100021;946857605;;2879.530108;5471.1072052;
20150100021;946861177;2879.530108;;;
20150100021;946861205;;2879.530108;5471.1072052;
20150100021;946864777;2879.530108;;;
20150100021;946864805;;2879.530108;5471.1072052;
20150100021;946868377;2879.530108;;;
20150100021;946868405;;2879.530108;5471.1072052;
20150100021;946871977;2879.530108;;;
20150100021;946872005;;2879.530108;5471.1072052;
20150100021;946875577;2879.530108;;;
20150100021;946875605;;2879.530108;5471.1072052;
20150100021;946879177;2879.530108;;;
20150100021;946879205;;2879.530108;5471.1072052;
20150100021;946882777;2879.530108;;;
20150100021;946882805;;2879.530108;5471.1072052;
20150100021;946886377;2879.530108;;;
20150100021;946886405;;2879.530108;5471.1072052;
20150100021;946889977;2879.530108;;;
20150100021;946890005;;2879.530108;5471.1072052;
20150100021;946893577;2879.530108;;;
20150100021;946893605;;2879.530108;5471.1072052;
20150100021;946897177;2879.530108;;;
20150100021;946897205;;2879.530108;5471.1072052;
20150100021;946900777;2879.530108;;;
20150100021;946900805;;2879.530108;5471.1072052;
20150100021;946904377;2879.530108;;;
20150100021;946904405;;2879.530108;5471.1072052;
20150100021;946907977;2879.530108;;;
20150100021;946908005;;2879.530108;5471.1072052;
20150100021;946911577;2879.530108;;;
20150100021;946911605;;2879.530108;5471.1072052;
20150100021;946915177;2879.530108;;;
20150100021;946915205;;2879.530108;5471.1072052;
20150100021;946918777;2879.530108;;;
20150100021;946918805;;2879.530108;5471.1072052;
20150100021;946922377;2879.530108;;;
20150100021;946922405;;2879.530108;5471.1072052;
20150100021;946925977;2879.530108;;;
20150100021;946926005;;2879.530108;5471.1072052;
20150100021;946929577;2879.530108;;;
20150100021;946929605;;2879.530108;5471.1072052;
20150100021;946933177;2879.530108;;;
20150100021;946933205;;2879.530108;5471.1072052;
20150100021;946936777;2879.530108;;;
20150100021;946936805;;2879.530108;5471.1072052;
20150100021;946940377;2879.530108;;;
20150100021;946940405;;2879.530108;5471.1072052;
20150100021;946943977;2879.530108;;;
20150100021;946944005;;2879.530108;5471.1072052;
20150100021;946947577;2879.530108;;;
20150100021;946947605;;2879.530108;5471.1072052;
20150100021;946951177;2879.530108;;;
20150100021;946951205;;2879.530108;5471.1072052;
20150100021;946954777;2879.530108;;;
20150100021;946954805;;2879.530108;5471.1072052;
20150100021;946958377;2879.530108;;;
20150100021;946958405;;2879.530108;5471.1072052;
20150100021;946961977;2879.530108;;;
20150100021;946962005;;2879.530108;5471.1072052;
20150100021;946965577;2879.530108;;;
20150100021;946965605;;2879.530108;5471.1072052;
20150100021;946969177;2879.530108;;;
20150100021;946969205;;2879.530108;5471.1072052;
20150100021;946972777;2879.530108;;;
20150100021;946972805;;2879.530108;5471.1072052;
20150100021;946976377;2879.530108;;;
20150100021;946976405;;2879.530108;5471.1072052;
20150100021;946979977;2879.530108;;;
20150100021;946980005;;2879.530108;5471.1072052;
20150100021;946983577;2879.530108;;;
20150100021;946983605;;2879.530108;5471.1072052;
20150100021;946987177;2879.530108;;;
20150100021;946987205;;2879.530108;5471.1072052;
20150100021;946990777;2879.530108;;;
20150100021;946990805;;2879.530108;5471.1072052;
20150100021;946994377;2879.530108;;;
20150100021;946994405;;2879.530108;5471.1072052;
20150100021;946997977;2879.530108;;;
20150100021;946998005;;2879.530108;5471.1072052;
20150100021;947001577;2879.530108;;;
20150100021;947001605;;2879.530108;5471.1072052;
20150100021;947005177;2879.530108;;;
20150100021;947005205;;2879.530108;5471.1072052;
20150100021;947008777;2879.530108;;;
20150100021;947008805;;2879.530108;5471.1072052;
20150100021;947012377;2879.530108;;;
20150100021;947012405;;2879.530108;5471.1072052;
20150100021;947015977;2879.530108;;;
20150100021;947016005;;2879.530108;5471.1072052;
20150100021;947019577;2879.530108;;;
20150100021;947019605;;2879.530108;5471.1072052;
20150100021;947023177;2879.530108;;;
20150100021;947023205;;2879.530108;5471.1072052;
20150100021;947026777;2879.530108;;;
20150100021;947026805;;2879.530108;5471.1072052;
20150100021;947030377;2879.530108;;;
20150100021;947030405;;2879.530108;5471.1072052;
20150100021;947033977;2879.530108;;;
20150100021;947034005;;2879.530108;5471.1072052;
20150100021;947037577;2879.530108;;;
20150100021;947037605;;2879.530108;5471.1072052;
20150100021;947041177;2879.530108;;;
20150100021;947041205;;2879.530108;5471.1072052;
20150100021;947044777;2879.530108;;;
20150100021;947044805;;2879.530108;5471.1072052;
20150100021;947048377;2879.530108;;;
20150100021;947048405;;2879.530108;5471.1072052;
20150100021;947051977;2879.530108;;;
20150100021;947052005;;2879.530108;5471.1072052;
20150100021;947055577;2879.530108;;;
20150100021;947055605;;2879.530108;5471.1072052;
20150100021;947059177;2879.530108;;;
20150100021;947059205;;2879.530108;5471.1072052;
20150100021;947062777;2879.530108;;;
20150100021;947062805;;2879.530108;5471.1072052;
20150100021;947066377;2879.530108;;;
20150100021;947066405;;2879.530108;5471.1072052;
20150100021;947069977;2879.530108;;;
20150100021;947070005;;2879.530108;5471.1072052;
20150100021;947073577;2879.530108;;;
20150100021;947073605;;2879.530108;5471.1072052;
20150100021;947077177;2879.530108;;;
20150100021;947077205;;2879.530108;5471.1072052;
20150100021;947080777;2879.530108;;;
20150100021;947080805;;2879.530108;5471.1072052;
20150100021;947084377;2879.530108;;;
20150100021;947084405;;2879.530108;5471.1072052;
20150100021;947087977;2879.530108;;;
20150100021;947088005;;2879.530108;5471.1072052;
20150100021;947091577;2879.530108;;;
20150100021;947091605;;2879.530108;5471.1072052;
20150100021;947095177;2879.530108;;;
20150100021;947095205;;2879.530108;5471.1072052;
20150100021;947098777;2879.530108;;;
20150100021;947098805;;2879.530108;5471.1072052;
20150100021;947102377;2879.530108;;;
20150100021;947102405;;2879.530108;5471.1072052;
20150100021;947105977;2879.530108;;;
20150100021;947106005;;2879.530108;5471.1072052;
20150100021;947109577;2879.530108;;;
20150100021;947109605;;2879.530108;5471.1072052;
20150100021;947113177;2879.530108;;;
20150100021;947113205;;2879.530108;5471.1072052;
20150100021;947116777;2879.530108;;;
20150100021;947116805;;2879.530108;5471.1072052;
20150100021;947120377;2879.530108;;;
20150100021;947120405;;2879.530108;5471.1072052;
20150100021;947123977;2879.530108;;;
20150100021;947124005;;2879.530108;5471.1072052;
20150100021;947127577;2879.530108;;;
20150100021;947127605;;2879.530108;5471.1072052;
20150100021;947131177;2879.530108;;;
20150100021;947131205;;2879.530108;5471.1072052;
20150100021;947134777;2879.530108;;;
20150100021;947134805;;2879.530108;5471.1072052;
20150100021;947138377;2879.530108;;;
20150100021;947138405;;2879.530108;5471.1072052;
20150100021;947141977;2879.530108;;;
20150100021;947142005;;2879.530108;5471.1072052;
20150100021;947145577;2879.530108;;;
20150100021;947145605;;2879.530108;5471.1072052;
20150100021;947149177;2879.530108;;;
20150100021;947149205;;2879.530108;5471.1072052;
20150100021;947152777;2879.530108;;;
20150100021;947152805;;2879.530108;5471.1072052;
20150100021;947156377;2879.530108;;;
20150100021;947156405;;2879.530108;5471.1072052;
20150100021;947159977;2879.530108;;;
20150100021;947160005;;2879.530108;5471.1072052;
20150100021;947163577;2879.530108;;;
20150100021;947163605;;2879.530108;5471.1072052;
20150100021;947167177;2879.530108;;;
20150100021;947167205;;2879.530108;5471.1072052;
20150100021;947170777;2879.530108;;;
20150100021;947170805;;2879.530108;5471.1072052;
20150100021;947174377;2879.530108;;;
20150100021;947174405;;2879.530108;5471.1072052;
20150100021;947177977;2879.530108;;;
20150100021;947178005;;2879.530108;5471.1072052;
20150100021;947181577;2879.530108;;;
20150100021;947181605;;2879.530108;5471.1072052;
20150100021;947185177;2879.530108;;;
20150100021;947185205;;2879.530108;5471.1072052;
20150100021;947188777;2879.530108;;;
20150100021;947188805;;2879.530108;5471.1072052;
20150100021;947192377;2879.530108;;;
20150100021;947192405;;2879.530108;5471.1072052;
20150100021;947195977;2879.530108;;;
20150100021;947196005;;2879.530108;5471.1072052;
20150100021;947199577;2879.530108;;;
20150100021;947199605;;2879.530108;5471.1072052;
20150100021;947203177;2879.530108;;;
20150100021;947203205;;2879.530108;5471.1072052;
20150100021;947206777;2879.530108;;;
20150100021;947206805;;2879.530108;5471.1072052;
20150100021;947210377;2879.530108;;;
20150100021;947210405;;2879.530108;5471.1072052;
20150100021;947213977;2879.530108;;;
20150100021;947214005;;2879.530108;5471.1072052;
20150100021;947217577;2879.530108;;;
20150100021;947217605;;2879.530108;5471.1072052;
20150100021;947221177;2879.530108;;;
20150100021;947221205;;2879.530108;5471.1072052;
20150100021;947224777;2879.530108;;;
20150100021;947224805;;2879.530108;5471.1072052;
20150100021;947228377;2879.530108;;;
20150100021;947228405;;2879.530108;5471.1072052;
20150100021;947231977;2879.530108;;;
20150100021;947232005;;2879.530108;5471.1072052;
20150100021;947235577;2879.530108;;;
20150100021;947235605;;2879.530108;5471.1072052;
20150100021;947239177;2879.530108;;;
20150100021;947239205;;2879.530108;5471.1072052;
20150100021;947242777;2879.530108;;;
20150100021;947242805;;2879.530108;5471.1072052;
20150100021;947246377;2879.530108;;;
20150100021;947246405;;2879.530108;5471.1072052;
20150100021;947249977;2879.530108;;;
20150100021;947250005;;2879.530108;5471.1072052;
20150100021;947253577;2879.530108;;;
20150100021;947253605;;2879.530108;5471.1072052;
20150100021;947257177;2879.530108;;;
20150100021;947257205;;2879.530108;5471.1072052;
20150100021;947260777;2879.530108;;;
20150100021;947260805;;2879.530108;5471.1072052;
20150100021;947264377;2879.530108;;;
20150100021;947264405;;2879.530108;5471.1072052;
20150100021;947267977;2879.530108;;;
